center_XX, center_XY, center_YX, center_YY, bounding_box_size_X, bounding_box_size_Y, min_box_size_X, min_box_size_Y, contour_size_X, contour_size_Y, nut_type
324.5, 302.0, 662.6110975071788, 406.9591503329575, 72, 550.0, 56.0, 429.0, 49.5, 384.0, 0
167.5, 301.5, 1051.4648409094661, 410.2246195785701, 81, 627.0, 64.0, 500.0, 53.5, 416.0, 0
391.5, 288.5, 496.04512539692223, 449.0320453159511, 81, 638.0, 64.0, 507.0, 49.5, 384.0, 0
220.5, 261.5, 918.3737474586815, 536.4427926130593, 81, 616.0, 64.0, 500.0, 56.0, 434.0, 0
282.0, 250.5, 765.544230947271, 570.6504684835672, 90, 700.0, 72.0, 562.5, 52.5, 406.5, 0
158.5, 245.5, 1071.2170448806137, 587.8206993676722, 81, 652.5, 64.0, 520.0, 59.0, 472.5, 0
364.5, 234.5, 560.4726043436676, 620.4815347976983, 81, 616.0, 64.0, 500.0, 59.5, 464.0, 0
289.5, 380.0, 752.8412552922964, 160.1020413301885, 90, 697.5, 72.0, 560.0, 39.5, 307.5, 1
349.0, 379.0, 605.4191633872688, 162.63474518805742, 100, 800.0, 81.0, 627.0, 60.0, 465.0, 1
256.0, 373.0, 835.500562209636, 182.64811849594116, 100, 800.0, 81.0, 641.5, 63.0, 493.5, 1
386.0, 363.0, 513.0473917536438, 212.95287890732288, 100, 775.0, 81.0, 630.0, 68.0, 523.0, 1
316.0, 356.0, 686.114274635911, 235.88968047499657, 100, 787.5, 81.0, 630.0, 68.0, 523.5, 1
231.0, 356.0, 896.6524652391672, 236.7995866164565, 100, 772.0, 81.0, 630.0, 62.0, 475.5, 1
425.5, 338.5, 414.09777329303324, 290.1861750148237, 121, 945.0, 100.0, 784.0, 78.5, 610.5, 1
357.0, 337.5, 583.721427237615, 294.0890904739499, 110, 857.5, 90.0, 704.0, 77.5, 606.5, 1
269.0, 336.0, 801.622339785099, 299.7855681851506, 100, 784.0, 81.0, 630.0, 64.5, 499.5, 1
207.5, 328.0, 953.5900451242924, 325.8010172955692, 110, 851.0, 90.0, 686.0, 74.0, 577.0, 1
309.5, 321.5, 700.6493862625211, 345.3117779456079, 121, 962.5, 100.0, 775.0, 83.5, 648.0, 1
253.0, 298.5, 839.5521149132401, 418.8182755187154, 132, 1050.0, 110.0, 880.0, 88.5, 702.0, 1
364.5, 296.5, 563.2848302740604, 423.9639690704644, 121, 962.5, 100.0, 800.0, 74.5, 587.0, 1
210.5, 290.5, 944.458342352882, 444.6303338445723, 121, 945.0, 100.0, 784.0, 90.5, 703.0, 1
414.5, 284.0, 438.87185476720333, 463.0492071248591, 132, 1059.0, 110.0, 875.0, 88.5, 702.0, 1
303.5, 283.0, 713.7646040134132, 467.4070756547153, 132, 1045.0, 110.0, 875.0, 89.0, 706.5, 1
444.0, 262.0, 364.80483140796423, 532.4654556214809, 144, 1121.0, 121.0, 945.0, 98.0, 763.0, 1
366.0, 248.5, 557.3922432679683, 576.0905434340239, 156, 1209.5, 132.0, 1026.0, 109.0, 862.0, 1
283.0, 244.5, 762.7951601613313, 589.6575926467776, 156, 1224.5, 132.0, 1026.0, 100.0, 782.0, 1
234.0, 240.5, 883.9828008133918, 602.8606794029474, 156, 1230.0, 132.0, 1045.0, 108.0, 855.5, 1
412.5, 213.0, 440.6052422709763, 688.1149258203804, 182, 1462.5, 156.0, 1209.5, 120.0, 943.5, 1
297.0, 200.5, 726.1225084681064, 728.9718046560884, 180, 1410.0, 154.0, 1188.0, 126.0, 999.0, 1
365.0, 196.0, 557.4878428131342, 742.5072514489293, 196, 1540.0, 169.0, 1332.5, 125.0, 987.0, 1
210.0, 192.0, 941.2289917469025, 756.8450446873903, 196, 1535.5, 169.0, 1328.0, 133.5, 1051.5, 1
289.5, 380.0, 752.8412552922964, 160.1020413301885, 90, 697.5, 72.0, 560.0, 64.0, 487.5, 1
350.0, 378.5, 602.9195642564446, 164.20885948836803, 90, 725.0, 72.0, 562.5, 59.5, 465.5, 1
399.0, 375.5, 481.4144142251462, 173.19323983043432, 90, 725.0, 72.0, 550.0, 57.0, 441.0, 1
256.0, 373.0, 835.500562209636, 182.64811849594116, 100, 800.0, 81.0, 641.5, 61.5, 483.0, 1
214.0, 371.5, 939.4631598424166, 187.85217641294003, 90, 725.0, 72.0, 585.0, 60.5, 483.5, 1
308.0, 362.5, 706.2244638893753, 215.3726706802845, 90, 686.0, 72.0, 550.0, 57.5, 447.5, 1
368.5, 358.5, 556.1893766466528, 227.4035842306912, 99, 776.5, 80.0, 620.0, 73.0, 566.0, 1
185.0, 355.5, 1010.5681009124964, 238.8768254891038, 110, 875.0, 90.0, 720.0, 72.5, 583.5, 1
247.5, 341.5, 855.1255890633911, 282.58271105214953, 121, 931.5, 100.0, 772.0, 80.5, 627.0, 1
418.5, 335.5, 431.30013707093894, 299.77002293244004, 121, 962.5, 100.0, 800.0, 77.0, 610.0, 1
371.5, 305.0, 546.3319381512702, 396.9471112899482, 132, 1059.0, 110.0, 863.0, 78.0, 602.0, 1
202.5, 304.5, 964.9087202269584, 400.3410378731787, 121, 945.0, 100.0, 775.0, 86.0, 667.0, 1
168.5, 300.0, 1048.9198832958937, 414.9683720357716, 132, 1026.0, 110.0, 845.5, 90.5, 705.0, 1
421.5, 295.0, 422.0323588512838, 428.1082539521158, 132, 1026.0, 110.0, 857.5, 86.0, 676.0, 1
294.5, 289.0, 736.3290339149535, 448.4855897165835, 132, 1045.0, 110.0, 875.0, 90.5, 709.5, 1
240.5, 265.0, 868.994104359299, 525.1349635012448, 132, 1026.0, 110.0, 857.5, 95.5, 751.0, 1
413.0, 257.5, 441.3852348085493, 547.0606754496694, 156, 1209.5, 132.0, 1026.0, 103.0, 808.0, 1
163.0, 253.0, 1060.4110939987004, 564.000241689384, 144, 1140.0, 121.0, 949.0, 105.0, 822.5, 1
432.0, 209.5, 392.14654973708093, 698.9999161958694, 182, 1414.5, 156.0, 1235.0, 122.5, 963.5, 1
238.0, 201.0, 872.2834611870348, 728.0185674875975, 168, 1327.5, 143.0, 1121.0, 122.5, 958.5, 1
185.0, 199.5, 1003.4921776037663, 733.3403779640794, 182, 1453.0, 156.0, 1251.5, 128.0, 1004.0, 1
406.0, 199.0, 456.070202793926, 732.559441074729, 196, 1518.0, 179.9999924907106, 1387.0, 129.5, 1021.5, 1
365.0, 196.0, 557.4878428131342, 742.5072514489293, 196, 1540.0, 169.0, 1332.5, 125.0, 987.0, 1
316.0, 186.5, 678.4260118100792, 773.1433480679989, 180, 1386.5, 154.0, 1188.0, 125.5, 992.0, 1
172.0, 392.0, 1044.4236440956593, 123.32419487833977, 100, 800.0, 81.0, 638.0, 62.5, 501.0, 1
219.0, 389.5, 927.8950130846351, 130.74516569823027, 90, 712.5, 72.0, 574.0, 59.5, 470.0, 1
402.0, 383.0, 474.323843177408, 149.38883931934834, 100, 784.0, 81.0, 638.0, 57.5, 458.0, 1
350.0, 378.5, 602.9195642564446, 164.20885948836803, 90, 725.0, 72.0, 562.5, 59.5, 465.5, 1
257.0, 378.0, 833.2504347339272, 166.789222933352, 100, 784.0, 73.00685280042671, 592.0, 59.0, 457.5, 1
324.0, 369.0, 666.8885757960379, 194.59874621033669, 100, 800.0, 81.0, 652.5, 60.5, 471.0, 1
163.0, 359.0, 1065.219093170017, 228.01859705895185, 100, 759.5, 81.0, 616.0, 71.5, 545.5, 1
388.0, 354.5, 507.7080048713833, 239.87339368462563, 110, 857.5, 90.0, 704.0, 70.5, 565.0, 1
193.0, 352.0, 990.5939871072769, 249.88492081314325, 100, 788.0, 81.0, 630.0, 75.5, 588.0, 1
435.5, 348.5, 389.7821592260152, 258.38274566456676, 121, 949.0, 100.0, 775.0, 73.5, 567.0, 1
411.0, 322.5, 449.287375966087, 341.0556048080325, 110, 857.5, 90.0, 704.0, 73.0, 569.0, 1
229.5, 317.5, 898.6215434875339, 358.8467128239572, 121, 945.0, 100.0, 784.0, 84.0, 662.5, 1
445.0, 308.5, 364.4370809663087, 385.0665765479207, 132, 1050.0, 123.49088447845133, 884.5, 80.0, 618.5, 1
149.0, 304.0, 1097.4012550711632, 402.4985625818372, 144, 1121.0, 121.0, 945.0, 96.5, 773.5, 1
402.0, 275.5, 469.44780628196895, 490.12494118511677, 156, 1230.0, 122.26201310088436, 1005.5, 94.5, 743.5, 1
200.0, 275.0, 969.7629447095096, 493.8721254467964, 144, 1121.0, 121.0, 931.5, 98.5, 752.0, 1
161.5, 246.5, 1063.8316436950117, 584.6189468763769, 169, 1328.5, 127.47548842727701, 1100.0, 111.0, 880.5, 1
470.5, 230.0, 297.71498288959265, 633.610200021416, 156, 1235.0, 132.0, 1050.0, 111.0, 865.5, 1
423.5, 201.5, 412.8375009354204, 724.4480120651424, 169, 1328.5, 144.0, 1141.0, 125.0, 982.0, 1
342.5, 193.0, 613.082464877516, 752.2570234276354, 182, 1424.5, 156.0, 1209.5, 128.0, 998.5, 1
265.5, 192.0, 803.7599378824234, 756.2509295009077, 182, 1446.5, 156.0, 1230.0, 132.0, 1023.5, 1
142.0, 191.5, 1109.6368649881333, 759.1577886790037, 182, 1414.5, 156.0, 1216.0, 128.0, 1011.5, 1
464.0, 191.0, 312.0459813438356, 757.2956691980362, 196, 1518.0, 169.0, 1332.5, 139.0, 1087.0, 1
192.5, 189.5, 984.4616936054081, 764.9564736969769, 169, 1312.0, 144.0, 1121.0, 113.5, 894.0, 1
172.0, 392.0, 1044.4236440956593, 123.32419487833977, 100, 800.0, 81.0, 638.0, 59.5, 474.0, 1
219.0, 389.5, 927.8950130846351, 130.74516569823027, 90, 712.5, 72.0, 574.0, 58.5, 463.5, 1
402.5, 383.0, 473.08538323268294, 149.38348693028092, 90, 720.0, 72.0, 580.0, 57.0, 458.5, 1
350.0, 378.0, 602.8968850150704, 165.79367856681347, 100, 800.0, 81.0, 630.0, 60.5, 471.5, 1
257.0, 377.0, 833.205076251179, 169.95886109024286, 100, 759.5, 81.0, 616.0, 60.0, 466.5, 1
324.0, 369.0, 666.8885757960379, 194.59874621033669, 100, 800.0, 81.0, 652.5, 60.5, 471.0, 1
163.0, 359.0, 1065.219093170017, 228.01859705895185, 100, 759.5, 81.0, 616.0, 71.5, 545.5, 1
388.0, 354.5, 507.7080048713833, 239.87339368462563, 110, 857.5, 90.0, 704.0, 68.5, 553.0, 1
193.0, 352.0, 990.5939871072769, 249.88492081314325, 100, 788.0, 81.0, 630.0, 73.5, 573.0, 1
435.5, 348.5, 389.7821592260152, 258.38274566456676, 121, 949.0, 100.0, 775.0, 72.0, 555.0, 1
411.0, 322.5, 449.287375966087, 341.0556048080325, 110, 857.5, 90.0, 704.0, 73.0, 569.0, 1
229.5, 317.5, 898.6215434875339, 358.8467128239572, 121, 945.0, 100.0, 784.0, 82.0, 646.0, 1
445.5, 307.5, 363.1532625388354, 388.23086231574416, 121, 962.5, 100.0, 772.0, 74.5, 572.5, 1
149.0, 304.0, 1097.4012550711632, 402.4985625818372, 144, 1121.0, 121.0, 945.0, 95.5, 756.5, 1
402.0, 275.5, 469.44780628196895, 490.12494118511677, 156, 1230.0, 122.26201310088436, 1005.5, 96.0, 757.0, 1
200.0, 275.0, 969.7629447095096, 493.8721254467964, 144, 1121.0, 121.0, 931.5, 94.5, 725.0, 1
161.5, 246.5, 1063.8316436950117, 584.6189468763769, 169, 1328.5, 144.0, 1140.0, 115.0, 910.5, 1
470.5, 230.0, 297.71498288959265, 633.610200021416, 156, 1235.0, 132.0, 1050.0, 93.5, 729.0, 1
423.5, 201.5, 412.8375009354204, 724.4480120651424, 169, 1328.5, 144.0, 1141.0, 123.0, 967.0, 1
342.5, 192.5, 613.0597856361419, 753.8418425060809, 195, 1520.5, 168.0, 1298.0, 129.0, 1004.5, 1
464.0, 191.0, 312.0459813438356, 757.2956691980362, 196, 1518.0, 169.0, 1332.5, 137.5, 1070.5, 1
265.5, 191.5, 803.7372586410493, 757.8357485793531, 195, 1544.0, 168.0, 1320.0, 134.5, 1045.0, 1
142.0, 191.0, 1109.6141857467592, 760.7426077574492, 196, 1558.0, 169.0, 1328.5, 128.0, 1017.0, 1
192.5, 189.5, 984.4616936054081, 764.9564736969769, 169, 1312.0, 144.0, 1121.0, 116.5, 916.5, 1
273.0, 366.0, 793.0754147097468, 204.65360436588526, 144, 1140.0, 121.0, 962.5, 98.0, 774.5, 2
331.5, 355.0, 647.6766578666866, 238.89339457079768, 132, 1045.0, 110.0, 862.5, 85.5, 658.0, 2
217.0, 343.5, 930.7623626571149, 276.5699304714799, 156, 1224.5, 132.0, 1026.0, 113.0, 876.5, 2
384.5, 314.5, 514.5628851745278, 366.69638668373227, 169, 1312.0, 144.0, 1121.0, 116.5, 914.5, 2
277.5, 307.5, 779.2758039664477, 390.0292650423944, 169, 1332.5, 144.0, 1140.0, 108.5, 859.0, 2
203.5, 299.0, 962.1823286823928, 417.7633429579437, 156, 1235.0, 132.0, 1050.0, 108.5, 848.0, 2
368.5, 266.5, 552.016396233812, 519.0102946646512, 169, 1312.0, 144.0, 1121.0, 55.0, 431.5, 2
257.0, 244.5, 827.1950772870332, 589.935916878283, 210, 1621.5, 182.0, 1430.0, 149.5, 1164.5, 2
168.5, 233.5, 1045.9035441931337, 625.7493094690144, 225, 1781.5, 196.0, 1518.0, 156.5, 1223.0, 2
342.5, 196.0, 613.2185403257608, 742.7481089569628, 240, 1887.0, 192.99999076073527, 1514.0, 142.5, 1107.0, 2
264.5, 377.0, 814.6281770803034, 169.8785752542317, 132, 1026.0, 110.0, 845.5, 85.5, 667.0, 2
370.5, 367.5, 551.6437632124871, 198.85543126240373, 121, 962.5, 100.0, 800.0, 83.5, 662.5, 2
290.0, 356.5, 750.536871002987, 234.58318562805653, 132, 1035.0, 110.0, 866.5, 76.0, 585.5, 2
179.5, 357.5, 1024.2818772699684, 232.59642545506358, 169, 1349.0, 138.7083329206398, 1181.0, 106.0, 836.5, 2
168.5, 309.5, 1049.3507888820022, 384.85680954530835, 169, 1332.5, 144.0, 1140.0, 109.0, 867.0, 2
418.5, 293.5, 429.3950807955116, 432.89482552185655, 169, 1312.0, 144.0, 1121.0, 106.0, 832.0, 2
380.5, 281.5, 522.9737348016351, 471.33726497367024, 169, 1328.5, 138.29316792969985, 1090.0, 100.0, 774.0, 2
161.0, 244.5, 1064.9793866742402, 590.963575579226, 210, 1621.5, 182.0, 1408.0, 149.5, 1173.0, 2
405.5, 234.0, 458.8962096348405, 621.627457972616, 208, 1616.5, 180.0, 1425.5, 129.0, 1001.0, 2
229.5, 204.0, 893.4733556956053, 718.6006436310709, 240, 1869.0, 210.0, 1639.0, 167.5, 1306.0, 2
322.5, 368.0, 670.5585971474648, 197.7844415344298, 132, 1026.0, 110.0, 857.5, 93.0, 729.0, 2
311.0, 338.0, 697.6824213936925, 292.9966911897063, 144, 1121.5, 123.49088447845133, 921.0, 89.5, 699.0, 2
208.5, 327.5, 951.0904459934682, 327.3751315958798, 169, 1328.5, 144.0, 1121.5, 101.0, 789.5, 2
391.0, 326.0, 498.9845284447074, 330.1759668216109, 168, 1335.5, 143.0, 1127.5, 110.5, 871.0, 2
286.5, 286.0, 756.0083175823092, 458.0801424123347, 182, 1440.0, 156.0, 1209.5, 118.5, 934.0, 2
415.5, 259.0, 435.2609728090465, 542.279456268996, 182, 1430.0, 156.0, 1230.0, 132.5, 1051.0, 2
177.0, 252.0, 1025.688857063651, 567.0200129523873, 196, 1552.5, 162.11106946231303, 1319.0, 128.5, 1003.0, 2
272.0, 223.0, 789.0660715661943, 657.9225655794144, 224, 1759.5, 195.0, 1560.0, 162.0, 1289.5, 2
432.0, 221.5, 392.6908515300602, 660.964258313179, 210, 1621.5, 182.0, 1408.0, 131.0, 1037.0, 2
358.5, 217.5, 574.5630294736475, 674.429612133652, 195, 1560.0, 168.0, 1327.5, 126.0, 976.0, 2
234.0, 377.0, 890.1742337085307, 170.2050709873438, 120, 929.5, 101.24228803157166, 789.0, 80.5, 649.0, 2
301.5, 371.5, 722.7326695155352, 186.91550832614303, 121, 962.5, 100.0, 800.0, 79.0, 626.0, 2
362.5, 366.5, 571.4137638453394, 202.11070764437318, 121, 945.0, 100.0, 784.0, 85.0, 662.5, 2
220.5, 344.5, 922.1385015267879, 273.36282559111714, 143, 1141.5, 120.0, 963.0, 103.0, 794.5, 2
179.5, 329.5, 1023.0118397530168, 321.3462938480079, 169, 1328.5, 144.0, 1136.0, 84.5, 660.0, 2
260.5, 326.5, 822.2452532593161, 329.9881212897599, 169, 1332.5, 144.0, 1140.0, 116.5, 915.0, 2
196.0, 301.0, 980.8499448187649, 411.5043524801731, 196, 1518.0, 176.18173052832935, 1312.0, 126.5, 991.0, 2
320.5, 294.5, 672.178588444367, 430.7742556221783, 169, 1312.0, 144.0, 1121.0, 81.5, 649.0, 2
248.5, 268.5, 849.3374999333173, 513.9555917270482, 169, 1332.5, 141.03191489758865, 1067.0, 109.0, 860.0, 2
171.5, 248.0, 1039.1304825246334, 579.7574418596923, 210, 1669.0, 175.48219657522714, 1423.0, 137.0, 1076.0, 2
235.0, 388.0, 888.1962571293116, 135.3283464834094, 120, 944.0, 99.0, 797.5, 77.5, 625.0, 2
283.5, 383.0, 767.8388500772417, 150.65735552832484, 132, 1045.0, 110.0, 875.0, 89.5, 712.0, 2
181.0, 382.0, 1021.6777802631259, 154.92423344403505, 144, 1136.0, 121.0, 931.5, 97.0, 740.5, 2
321.5, 379.0, 673.5344603471458, 162.92912658676505, 110, 837.0, 90.0, 686.0, 81.5, 635.5, 2
226.0, 358.0, 909.1277816519141, 230.51383419334888, 144, 1140.0, 121.0, 962.5, 101.5, 804.0, 2
165.0, 341.5, 1059.4714799430221, 283.4658552482724, 156, 1260.0, 132.0, 1059.0, 109.5, 858.0, 2
201.0, 329.5, 969.7580621298403, 321.1161411181092, 156, 1209.5, 132.0, 1026.0, 112.5, 878.0, 2
156.0, 294.5, 1079.631910258904, 432.5351916253567, 182, 1453.0, 156.46086187246146, 1197.5, 119.5, 939.0, 2
199.0, 283.5, 972.62541170232, 466.94090589135885, 210, 1645.0, 172.04651061157347, 1406.0, 133.5, 1046.0, 2
177.0, 247.0, 1025.4620646499097, 582.8682037368417, 196, 1558.0, 150.47924126045655, 1260.0, 127.0, 996.0, 2
357.5, 382.0, 584.501419775188, 153.03484010323882, 110, 837.0, 90.0, 686.0, 76.0, 582.5, 2
299.5, 381.0, 728.117414880544, 156.82535539194942, 132, 1045.0, 110.0, 845.5, 91.5, 715.5, 2
238.5, 377.5, 879.0507734473795, 168.57208040729165, 121, 931.5, 100.0, 772.0, 90.0, 693.0, 2
421.5, 374.5, 425.63835822977126, 176.12202047929168, 121, 962.5, 100.0, 800.0, 82.0, 650.5, 2
320.5, 349.5, 674.6733049955219, 256.4441569931805, 143, 1141.5, 134.37261490998935, 955.5, 81.0, 640.0, 2
410.5, 347.0, 451.63711873814464, 263.40482235327363, 132, 1026.0, 110.0, 857.5, 80.5, 647.0, 2
371.0, 321.0, 548.2961338199675, 346.23825316876173, 144, 1121.0, 121.0, 945.0, 98.5, 784.0, 2
431.5, 286.0, 396.8549336120486, 456.52794958278537, 182, 1408.0, 156.0, 1230.0, 129.5, 1023.5, 2
376.0, 285.0, 534.2786289937794, 460.2917029261589, 168, 1298.0, 143.0, 1107.0, 87.0, 676.0, 2
424.5, 228.0, 411.5625808387995, 640.4418961293995, 210, 1628.0, 159.20113041737932, 1300.0, 125.5, 986.5, 2
357.5, 382.0, 584.501419775188, 153.03484010323882, 110, 837.0, 90.0, 686.0, 76.0, 584.0, 2
299.5, 381.0, 728.117414880544, 156.82535539194942, 132, 1045.0, 110.0, 845.5, 90.5, 707.0, 2
238.5, 377.5, 879.0507734473795, 168.57208040729165, 121, 931.5, 100.0, 772.0, 89.0, 684.0, 2
421.5, 374.5, 425.63835822977126, 176.12202047929168, 121, 962.5, 100.0, 800.0, 82.5, 651.5, 2
320.5, 349.5, 674.6733049955219, 256.4441569931805, 143, 1141.5, 120.0, 950.0, 85.5, 679.0, 2
410.5, 347.0, 451.63711873814464, 263.40482235327363, 132, 1026.0, 110.0, 857.5, 80.5, 647.0, 2
371.0, 321.0, 548.2961338199675, 346.23825316876173, 144, 1121.0, 121.0, 945.0, 98.5, 784.0, 2
431.0, 286.0, 398.09339355677366, 456.5333019718528, 196, 1518.0, 169.0, 1332.5, 131.5, 1041.0, 2
376.0, 285.0, 534.2786289937794, 460.2917029261589, 168, 1298.0, 143.0, 1107.0, 124.5, 963.5, 2
424.5, 228.5, 411.5852600801736, 638.8570770509541, 195, 1517.0, 180.09997465650758, 1314.5, 124.5, 980.5, 2
132.5, 325.0, 1139.222961384803, 336.1127901263535, 156, 1235.0, 132.0, 1050.0, 103.0, 812.5, 2
175.5, 315.0, 1032.2618213109672, 367.3488662354648, 156, 1235.0, 132.0, 1050.0, 104.0, 820.0, 2
209.0, 287.5, 948.0376467388123, 454.15530548244715, 182, 1435.0, 156.0, 1235.0, 120.5, 940.5, 2
116.0, 277.0, 1177.9149323888123, 488.4320504963398, 196, 1518.0, 169.0, 1312.0, 138.5, 1094.0, 2
172.5, 245.0, 1036.5174871869385, 589.2556515522301, 210, 1647.0, 182.0, 1414.5, 158.0, 1238.0, 2
226.0, 233.5, 903.4806505497545, 625.1337847262621, 210, 1645.0, 182.0, 1430.0, 156.0, 1220.5, 2
115.5, 224.0, 1176.749392747879, 656.4282252006233, 272, 2121.5, 224.10936189204585, 1679.0, 163.0, 1285.0, 2
292.5, 196.5, 737.0872140396386, 741.6985287852585, 195, 1536.0, 168.0, 1298.0, 133.5, 1039.5, 2
155.5, 189.0, 1076.0850502736866, 766.9373695664108, 272, 2142.0, 240.0, 1896.0, 193.0, 1516.5, 2
245.5, 187.0, 853.0715432576835, 772.3132158480585, 210, 1628.0, 182.0, 1414.5, 155.0, 1208.0, 2
156.0, 357.0, 1082.466815430671, 234.43280681967735, 168, 1330.0, 116.27553645386251, 959.5, 97.5, 771.0, 2
179.0, 329.5, 1024.2502996977419, 321.35164623707533, 154, 1207.5, 129.1394632697984, 1007.0, 91.0, 705.5, 2
136.5, 326.5, 1129.3833195511252, 331.3155137784779, 169, 1332.5, 144.0, 1121.0, 120.0, 942.0, 2
280.5, 274.5, 770.3482143674046, 494.5952098853886, 195, 1560.0, 168.0, 1313.0, 134.5, 1064.5, 2
126.5, 266.0, 1151.4083302393556, 523.1856700517237, 210, 1647.0, 182.0, 1435.0, 146.5, 1144.5, 2
177.5, 234.5, 1023.6566236708313, 622.4833283089101, 225, 1776.0, 196.0, 1552.5, 155.0, 1232.0, 2
360.5, 205.5, 569.0648879017681, 712.4438604600728, 255, 2025.0, 224.0, 1759.5, 171.0, 1345.0, 2
292.5, 196.5, 737.0872140396386, 741.6985287852585, 195, 1536.0, 168.0, 1298.0, 135.5, 1048.5, 2
155.0, 191.5, 1077.4369064252824, 759.018626563251, 272, 2107.0, 240.0, 1869.0, 188.5, 1474.5, 2
245.5, 187.0, 853.0715432576835, 772.3132158480585, 210, 1628.0, 182.0, 1414.5, 155.0, 1208.0, 2
